brand,model,year,fuel,price
BMW,K 75 Mad Max   (1988),1988,2,3919
BMW,K 75 RT   (1986-1994),1988,2,2379
BMW,K 75 S   (1987-1996),1988,2,4247
BMW,K 75 S Special   (1986-1988),1988,2,9715
BMW,K 750   (1986-1999),1988,2,8097
BMW,R 100 GS   (1988-1993),1988,2,7200
BMW,R 100 RS   (1987-1995),1988,2,6020
BMW,R 100 RT   (1978-1996),1988,2,9734
BMW,R 80 GS   (1986-1992),1988,2,8422
BMW,F 650   (1984-1996),1989,2,9235
BMW,K 1   (1989-1994),1989,2,5489
BMW,K 100   (1983-1994),1989,2,1603
BMW,K 100 LT   (1986-1994),1989,2,4964
BMW,K 100 RS   (1984-1994),1989,2,4776
BMW,K 100 RS ABS   (1988-1993),1989,2,7797
BMW,K 100 RS Baviera   (1989),1989,2,7652
BMW,K 100 RT   (1984-1993),1989,2,6980
BMW,K 75   (1984-1996),1989,2,5024
BMW,K 75 C   (1988-1989),1989,2,3220
BMW,K 75 RT   (1986-1994),1989,2,8651
BMW,K 75 S   (1987-1996),1989,2,3863
BMW,K 750   (1986-1999),1989,2,7342
BMW,R 100 GS   (1988-1993),1989,2,1652
BMW,R 100 GS PARIS DAKAR   (1989-1995),1989,2,8981
BMW,R 100 RS   (1987-1995),1989,2,6401
BMW,R 100 RT   (1978-1996),1989,2,3649
BMW,R 80 GS   (1986-1992),1989,2,9833
BMW,F 650   (1984-1996),1990,2,3162
BMW,K 1   (1989-1994),1990,2,7227
BMW,K 100   (1983-1994),1990,2,7694
BMW,K 100 LT   (1986-1994),1990,2,5488
BMW,K 100 LT ABS   (1990-1992),1990,2,8697
BMW,K 100 RS   (1984-1994),1990,2,10483
BMW,K 100 RS ABS   (1988-1993),1990,2,5547
BMW,K 100 RT   (1984-1993),1990,2,9351
BMW,K 75   (1984-1996),1990,2,10335
BMW,K 75 RT   (1986-1994),1990,2,4464
BMW,K 75 S   (1987-1996),1990,2,5943
BMW,K 750   (1986-1999),1990,2,4034
BMW,R 100 GS   (1988-1993),1990,2,1735
BMW,R 100 GS PARIS DAKAR   (1989-1995),1990,2,6869
BMW,R 100 RS   (1987-1995),1990,2,4380
BMW,R 100 RT   (1978-1996),1990,2,9834
BMW,R 80 GS   (1986-1992),1990,2,8901
BMW,F 650   (1984-1996),1991,2,2642
BMW,K 1   (1989-1994),1991,2,8190
BMW,K 100   (1983-1994),1991,2,5717
BMW,K 100 Baviera   (1991),1991,2,2657
BMW,K 100 LT   (1986-1994),1991,2,4880
BMW,K 100 LT ABS   (1990-1992),1991,2,9572
BMW,K 100 LT Limited Edition   (1991-1994),1991,2,9737
BMW,K 100 RS   (1984-1994),1991,2,2034
BMW,K 100 RS ABS   (1988-1993),1991,2,8418
BMW,K 100 RT   (1984-1993),1991,2,8830
BMW,K 75   (1984-1996),1991,2,5114
BMW,K 75 RT   (1986-1994),1991,2,6489
BMW,K 75 S   (1987-1996),1991,2,10809
BMW,K 75 S ABS   (1991-1994),1991,2,8148
BMW,K 750   (1986-1999),1991,2,1867
BMW,R 100 GS   (1988-1993),1991,2,10604
BMW,R 100 GS PARIS DAKAR   (1989-1995),1991,2,2739
BMW,R 100 RS   (1987-1995),1991,2,10257
BMW,R 100 RT   (1978-1996),1991,2,2511
BMW,R 80 GS   (1986-1992),1991,2,9210
BMW,F 650   (1984-1996),1992,2,4336
BMW,K 1   (1989-1994),1992,2,10530
BMW,K 100   (1983-1994),1992,2,2627
BMW,K 100 LT   (1986-1994),1992,2,2563
BMW,K 100 LT ABS   (1990-1992),1992,2,4862
BMW,K 100 LT Limited Edition   (1991-1994),1992,2,6554
BMW,K 100 RS   (1984-1994),1992,2,8395
BMW,K 100 RS ABS   (1988-1993),1992,2,6814
BMW,K 100 RT   (1984-1993),1992,2,9954
BMW,K 75   (1984-1996),1992,2,3783
BMW,K 75 Metropolitan   (1992-1993),1992,2,3706
BMW,K 75 Metropolitan ABS   (1992-1995),1992,2,6858
BMW,K 75 RT   (1986-1994),1992,2,7039
BMW,K 75 RT ABS   (1992-1993),1992,2,9972
BMW,K 75 S   (1987-1996),1992,2,5722
BMW,K 75 S ABS   (1991-1994),1992,2,2605
BMW,K 750   (1986-1999),1992,2,3034
BMW,R 100 GS   (1988-1993),1992,2,7257
BMW,R 100 GS PARIS DAKAR   (1989-1995),1992,2,2248
BMW,R 100 R   (1992-1999),1992,2,3440
BMW,R 100 RS   (1987-1995),1992,2,6319
BMW,R 100 RT   (1978-1996),1992,2,3531
BMW,R 1100 RT   (1992-1996),1992,2,4434
BMW,R 80 GS   (1986-1992),1992,2,7791
BMW,R 80 R   (1992-1996),1992,2,9984
BMW,R 80 RT   (1992),1992,2,7576
BMW,F 650   (1984-1996),1993,2,9348
BMW,F 650 ST   (1993),1993,2,7533
BMW,K 1   (1989-1994),1993,2,7298
BMW,K 100   (1983-1994),1993,2,5520
BMW,K 100 LT   (1986-1994),1993,2,2533
BMW,K 100 LT Limited Edition   (1991-1994),1993,2,10643
BMW,K 100 RS   (1984-1994),1993,2,9314
BMW,K 100 RS ABS   (1988-1993),1993,2,5131
BMW,K 100 RT   (1984-1993),1993,2,10954
BMW,K 1100 RS   (1993-1998),1993,2,7948
BMW,K 75   (1984-1996),1993,2,1869
BMW,K 75 Metropolitan   (1992-1993),1993,2,6408
BMW,K 75 Metropolitan ABS   (1992-1995),1993,2,6032
BMW,K 75 RT   (1986-1994),1993,2,9395
BMW,K 75 RT ABS   (1992-1993),1993,2,3313
BMW,K 75 S   (1987-1996),1993,2,3452
BMW,K 75 S ABS   (1991-1994),1993,2,3373
BMW,K 750   (1986-1999),1993,2,1794
BMW,R 100 GS   (1988-1993),1993,2,7480
BMW,R 100 GS PARIS DAKAR   (1989-1995),1993,2,10345
BMW,R 100 R   (1992-1999),1993,2,2271
BMW,R 100 RS   (1987-1995),1993,2,7179
BMW,R 100 RT   (1978-1996),1993,2,1505
BMW,R 1100 GS   (1993-1996),1993,2,7754
BMW,R 1100 RS   (1993-1995),1993,2,10714
BMW,R 1100 RS   (1993-1996),1993,2,2051
BMW,R 1100 RT   (1992-1996),1993,2,7722
BMW,R 80 R   (1992-1996),1993,2,5407
BMW,F 650   (1984-1996),1994,2,10418
BMW,K 1   (1989-1994),1994,2,9211
BMW,K 100   (1983-1994),1994,2,2539
BMW,K 100 LT   (1986-1994),1994,2,9888
BMW,K 100 LT Limited Edition   (1991-1994),1994,2,2514
BMW,K 100 RS   (1984-1994),1994,2,4988
BMW,K 1100 LT SE   (1994-1996),1994,2,9634
BMW,K 1100 RS   (1993-1998),1994,2,4586
BMW,K 75   (1984-1996),1994,2,4525
BMW,K 75 ABS   (1994-1996),1994,2,1503
BMW,K 75 Metropolitan ABS   (1992-1995),1994,2,3223
BMW,K 75 RT   (1986-1994),1994,2,8572
BMW,K 75 S   (1987-1996),1994,2,9282
BMW,K 75 S ABS   (1991-1994),1994,2,6963
BMW,K 750   (1986-1999),1994,2,5015
BMW,R 100 GS PARIS DAKAR   (1989-1995),1994,2,3750
BMW,R 100 R   (1992-1999),1994,2,5150
BMW,R 100 R Mystic   (1994-1996),1994,2,6778
BMW,R 100 RS   (1987-1995),1994,2,10494
BMW,R 100 RT   (1978-1996),1994,2,3925
BMW,R 1100 GS   (1993-1996),1994,2,8988
BMW,R 1100 RS   (1993-1995),1994,2,7692
BMW,R 1100 RS   (1993-1996),1994,2,3679
BMW,R 1100 RT   (1992-1996),1994,2,9356
BMW,R 1150 RS   (1994),1994,2,8474
BMW,R 80 R   (1992-1996),1994,2,8306
BMW,F 650   (1984-1996),1995,2,3260
BMW,K 1100 LT SE   (1994-1996),1995,2,3699
BMW,K 1100 RS   (1993-1998),1995,2,7796
BMW,K 75   (1984-1996),1995,2,4555
BMW,K 75 ABS   (1994-1996),1995,2,3587
BMW,K 75 LT   (1995),1995,2,10138
BMW,K 75 Metropolitan ABS   (1992-1995),1995,2,3817
BMW,K 75 S   (1987-1996),1995,2,3206
BMW,K 750   (1986-1999),1995,2,4726
BMW,R 100 GS PARIS DAKAR   (1989-1995),1995,2,4962
BMW,R 100 R   (1992-1999),1995,2,9528
BMW,R 100 R Mystic   (1994-1996),1995,2,4008
BMW,R 100 RS   (1987-1995),1995,2,1556
BMW,R 100 RT   (1978-1996),1995,2,5268
BMW,R 1100 GS   (1993-1996),1995,2,3206
BMW,R 1100 RS   (1993-1995),1995,2,2332
BMW,R 1100 RS   (1993-1996),1995,2,8071
BMW,R 1100 RS   (1995-1997),1995,2,2080
BMW,R 1100 RT   (1992-1996),1995,2,5934
BMW,R 80 R   (1992-1996),1995,2,4178
BMW,R 850   (1995),1995,2,7307
BMW,F 650   (1984-1996),1996,2,6652
BMW,F 650 G   (1996),1996,2,5003
BMW,K 1100 LT SE   (1994-1996),1996,2,1600
BMW,K 1100 RS   (1993-1998),1996,2,7083
BMW,K 75   (1984-1996),1996,2,5918
BMW,K 75 ABS   (1994-1996),1996,2,4396
BMW,K 75 S   (1987-1996),1996,2,3130
BMW,K 750   (1986-1999),1996,2,6486
BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1996,2,8014
BMW,R 100 R   (1992-1999),1996,2,4654
BMW,R 100 R Mystic   (1994-1996),1996,2,2177
BMW,R 100 RT   (1978-1996),1996,2,4234
BMW,R 1100 GS   (1993-1996),1996,2,2008
BMW,R 1100 RS   (1993-1996),1996,2,1592
BMW,R 1100 RS   (1995-1997),1996,2,8813
BMW,R 1100 RT   (1992-1996),1996,2,10445
BMW,R 1100 RT   (1996-2002),1996,2,1802
BMW,R 80 R   (1992-1996),1996,2,7837
BMW,R 850 R   (1996),1996,2,6689
BMW,F 650   (1997-2008),1997,2,7492
BMW,F 650 FL   (1997-2008),1997,2,2202
BMW,F 650 ST   (1997-2001),1997,2,5579
BMW,K 1100 LT   (1997-1999),1997,2,6542
BMW,K 1100 LT High Line   (1997-1999),1997,2,10036
BMW,K 1100 LT Sidecar   (1997-1999),1997,2,8164
BMW,K 1100 RS   (1993-1998),1997,2,7690
BMW,K 750   (1986-1999),1997,2,2573
BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1997,2,9649
BMW,R 100 R   (1992-1999),1997,2,9885
BMW,R 1100 GS   (1997-1999),1997,2,10975
BMW,R 1100 R   (1997-2008),1997,2,1879
BMW,R 1100 RS   (1995-1997),1997,2,4929
BMW,R 1100 RS   (1997-2008),1997,2,5336
BMW,R 1100 RT   (1996-2002),1997,2,10848
BMW,R 1200 C Independent   (1997-2000),1997,2,5457
BMW,R 1200 RT   (1997-2004),1997,2,7357
BMW,R 1200 S   (1997-2006),1997,2,10325
BMW,R 850 R   (1997-2002),1997,2,2701
BMW,F 650   (1997-2008),1998,2,2099
BMW,F 650 FL   (1997-2008),1998,2,7500
BMW,F 650 ST   (1997-2001),1998,2,7227
BMW,K 1100 LT   (1997-1999),1998,2,9263
BMW,K 1100 LT High Line   (1997-1999),1998,2,8885
BMW,K 1100 LT Sidecar   (1997-1999),1998,2,5101
BMW,K 1100 RS   (1993-1998),1998,2,8485
BMW,K 750   (1986-1999),1998,2,4320
BMW,R 100 GS PARIS DAKAR Classic   (1996-1998),1998,2,2371
BMW,R 100 R   (1992-1999),1998,2,9214
BMW,R 1100 GS   (1997-1999),1998,2,10786
BMW,R 1100 R   (1997-2008),1998,2,8702
BMW,R 1100 RS   (1997-2008),1998,2,7898
BMW,R 1100 RT   (1996-2002),1998,2,3912
BMW,R 1100 S   (1998-2007),1998,2,8359
BMW,R 1200 C Classic   (1998-2004),1998,2,2098
BMW,R 1200 C Independent   (1997-2000),1998,2,9617
BMW,R 1200 LT   (1998-2004),1998,2,5533
BMW,R 1200 RT   (1997-2004),1998,2,4403
BMW,R 1200 S   (1997-2006),1998,2,4353
BMW,R 850 R   (1997-2002),1998,2,2406
BMW,F 650   (1997-2008),1999,2,5689
BMW,F 650 FL   (1997-2008),1999,2,2868
BMW,F 650 ST   (1997-2001),1999,2,6389
BMW,K 1100 LT   (1997-1999),1999,2,10394
BMW,K 1100 LT High Line   (1997-1999),1999,2,8367
BMW,K 1100 LT Sidecar   (1997-1999),1999,2,7619
BMW,K 1200 LT   (1999-2009),1999,2,3791
BMW,K 1200 RS   (1999-2009),1999,2,10962
BMW,K 750   (1986-1999),1999,2,5204
BMW,R 100 R   (1992-1999),1999,2,8301
BMW,R 1100 GS   (1997-1999),1999,2,9335
BMW,R 1100 R   (1997-2008),1999,2,5962
BMW,R 1100 RS   (1997-2008),1999,2,7797
BMW,R 1100 RT   (1996-2002),1999,2,9305
BMW,R 1100 S   (1998-2007),1999,2,10895
BMW,R 1200 C Classic   (1998-2004),1999,2,9412
BMW,R 1200 C Independent   (1997-2000),1999,2,2011
BMW,R 1200 LT   (1998-2004),1999,2,8450
BMW,R 1200 RT   (1997-2004),1999,2,5193
BMW,R 1200 S   (1997-2006),1999,2,9534
BMW,R 850 C Classic   (1999-2001),1999,2,10830
BMW,R 850 GS   (1999-2002),1999,2,9205
BMW,R 850 R   (1997-2002),1999,2,4490
BMW,C1 125   (2000-2003),2000,2,7563
BMW,C1 125 Executive   (2000-2003),2000,2,6287
BMW,C1 125 Family's Friend   (2000-2003),2000,2,7320
BMW,F 650   (1997-2008),2000,2,8366
BMW,F 650 FL   (1997-2008),2000,2,6523
BMW,F 650 ST   (1997-2001),2000,2,4812
BMW,F 650 ST Strada   (2000-2002),2000,2,6339
BMW,K 1200 LT   (1999-2009),2000,2,1679
BMW,K 1200 RS   (1999-2009),2000,2,2829
BMW,R 1100 R   (1997-2008),2000,2,6855
BMW,R 1100 RS   (1997-2008),2000,2,9617
BMW,R 1100 RT   (1996-2002),2000,2,8342
BMW,R 1100 S   (1998-2007),2000,2,4863
BMW,R 1150 GS   (2000-2006),2000,2,2223
BMW,R 1200 C   (2000-2007),2000,2,9237
BMW,R 1200 C Classic   (1998-2004),2000,2,3312
BMW,R 1200 C Independent   (1997-2000),2000,2,3456
BMW,R 1200 C Independent   (2000-2004),2000,2,2068
BMW,R 1200 LT   (1998-2004),2000,2,4189
BMW,R 1200 RT   (1997-2004),2000,2,2379
BMW,R 1200 S   (1997-2006),2000,2,2802
BMW,R 850 C   (2000-2007),2000,2,6021
BMW,R 850 C Classic   (1999-2001),2000,2,7773
BMW,R 850 GS   (1999-2002),2000,2,3648
BMW,R 850 R   (1997-2002),2000,2,4224
BMW,R 850 RT   (2000-2003),2000,2,8527
BMW,C1 125   (2000-2003),2001,2,5156
BMW,C1 125 Executive   (2000-2003),2001,2,9240
BMW,C1 125 Family's Friend   (2000-2003),2001,2,1775
BMW,C1 200 Básico   (2001-2003),2001,2,6415
BMW,C1 200 Executive   (2001-2003),2001,2,9562
BMW,C1 200 Family's Friend   (2001-2003),2001,2,6523
BMW,F 650   (1997-2008),2001,2,7114
BMW,F 650 FL   (1997-2008),2001,2,10122
BMW,F 650 ST   (1997-2001),2001,2,3616
BMW,F 650 ST Strada   (2000-2002),2001,2,3246
BMW,K 1200 LT   (1999-2009),2001,2,9261
BMW,K 1200 RS   (1999-2009),2001,2,2500
BMW,R 1100 R   (1997-2008),2001,2,2423
BMW,R 1100 RS   (1997-2008),2001,2,9830
BMW,R 1100 RT   (1996-2002),2001,2,5709
BMW,R 1100 S   (1998-2007),2001,2,4822
BMW,R 1150 GS   (2000-2006),2001,2,2631
BMW,R 1150 R   (2001-2007),2001,2,7749
BMW,R 1150 RT   (2001-2006),2001,2,4213
BMW,R 1200 C   (2000-2007),2001,2,10441
BMW,R 1200 C Classic   (1998-2004),2001,2,8290
BMW,R 1200 C Independent   (2000-2004),2001,2,8695
BMW,R 1200 LT   (1998-2004),2001,2,7651
BMW,R 1200 RT   (1997-2004),2001,2,3166
BMW,R 1200 S   (1997-2006),2001,2,9545
BMW,R 850 C   (2000-2007),2001,2,10901
BMW,R 850 C Classic   (1999-2001),2001,2,9408
BMW,R 850 GS   (1999-2002),2001,2,7593
BMW,R 850 R   (1997-2002),2001,2,8245
BMW,R 850 RT   (2000-2003),2001,2,7089
BMW,C1 125   (2000-2003),2002,2,8229
BMW,C1 125 Executive   (2000-2003),2002,2,9024
BMW,C1 125 Family's Friend   (2000-2003),2002,2,6725
BMW,C1 200 Básico   (2001-2003),2002,2,4315
BMW,C1 200 Executive   (2001-2003),2002,2,8713
BMW,C1 200 Family's Friend   (2001-2003),2002,2,6265
BMW,F 650   (1997-2008),2002,2,10416
BMW,F 650 CS Scarver   (2002-2007),2002,2,7524
BMW,F 650 FL   (1997-2008),2002,2,5688
BMW,F 650 ST Strada   (2000-2002),2002,2,4766
BMW,K 1200 LT   (1999-2009),2002,2,10888
BMW,K 1200 RS   (1999-2009),2002,2,7299
BMW,R 1100 R   (1997-2008),2002,2,2006
BMW,R 1100 RS   (1997-2008),2002,2,2132
BMW,R 1100 RT   (1996-2002),2002,2,2511
BMW,R 1100 S   (1998-2007),2002,2,7186
BMW,R 1150 GS   (2000-2006),2002,2,9576
BMW,R 1150 R   (2001-2007),2002,2,7184
BMW,R 1150 RS   (2002-2006),2002,2,10934
BMW,R 1150 RT   (2001-2006),2002,2,2913
BMW,R 1200 C   (2000-2007),2002,2,1588
BMW,R 1200 C Classic   (1998-2004),2002,2,5723
BMW,R 1200 C Independent   (2000-2004),2002,2,2055
BMW,R 1200 CL   (2002-2004),2002,2,4615
BMW,R 1200 LT   (1998-2004),2002,2,2938
BMW,R 1200 RT   (1997-2004),2002,2,5721
BMW,R 1200 S   (1997-2006),2002,2,3494
BMW,R 850 C   (2000-2007),2002,2,1537
BMW,R 850 GS   (1999-2002),2002,2,8649
BMW,R 850 R   (1997-2002),2002,2,2786
BMW,R 850 R   (2002-2009),2002,2,9105
BMW,R 850 RT   (2000-2003),2002,2,9065
BMW,C1 125   (2000-2003),2003,2,5839
BMW,C1 125 Executive   (2000-2003),2003,2,9805
BMW,C1 125 Family's Friend   (2000-2003),2003,2,4373
BMW,C1 200 Básico   (2001-2003),2003,2,3556
BMW,C1 200 Executive   (2001-2003),2003,2,6924
BMW,C1 200 Family's Friend   (2001-2003),2003,2,10875
BMW,F 650   (1997-2008),2003,2,2783
BMW,F 650 CS   (2003-2005),2003,2,6829
BMW,F 650 CS Scarver   (2002-2007),2003,2,10677
BMW,F 650 FL   (1997-2008),2003,2,6933
BMW,K 1200 GT   (2003-2009),2003,2,9082
BMW,K 1200 LT   (1999-2009),2003,2,3531
BMW,K 1200 RS   (1999-2009),2003,2,10830
BMW,R 1100 R   (1997-2008),2003,2,8940
BMW,R 1100 RS   (1997-2008),2003,2,7363
BMW,R 1100 S   (1998-2007),2003,2,3122
BMW,R 1150 GS   (2000-2006),2003,2,5894
BMW,R 1150 R   (2001-2007),2003,2,10954
BMW,R 1150 RS   (2002-2006),2003,2,7843
BMW,R 1150 RT   (2001-2006),2003,2,5487
BMW,R 1200 C   (2000-2007),2003,2,7470
BMW,R 1200 C Classic   (1998-2004),2003,2,9867
BMW,R 1200 C Independent   (2000-2004),2003,2,8928
BMW,R 1200 CL   (2002-2004),2003,2,7146
BMW,R 1200 LT   (1998-2004),2003,2,6614
BMW,R 1200 RT   (1997-2004),2003,2,2971
BMW,R 1200 S   (1997-2006),2003,2,6687
BMW,R 850 C   (2000-2007),2003,2,5588
BMW,R 850 R   (2002-2009),2003,2,5491
BMW,R 850 RT   (2000-2003),2003,2,3910
BMW,F 650   (1997-2008),2004,2,3755
BMW,F 650 CS   (2003-2005),2004,2,7117
BMW,F 650 CS Scarver   (2002-2007),2004,2,3886
BMW,F 650 FL   (1997-2008),2004,2,2662
BMW,F 650 GS   (2004-2007),2004,2,3657
BMW,F 650 GS Dakar   (2004-2009),2004,2,6533
BMW,K 1200 GT   (2003-2009),2004,2,9324
BMW,K 1200 LT   (1999-2009),2004,2,4275
BMW,K 1200 RS   (1999-2009),2004,2,4054
BMW,R 1100 R   (1997-2008),2004,2,2375
BMW,R 1100 RS   (1997-2008),2004,2,9575
BMW,R 1100 S   (1998-2007),2004,2,7881
BMW,R 1150 Boxer Cup   (2004-2005),2004,2,8100
BMW,R 1150 GS   (2000-2006),2004,2,6018
BMW,R 1150 GS Adventure   (2004-2006),2004,2,9443
BMW,R 1150 R   (2001-2007),2004,2,8130
BMW,R 1150 R Rockster   (2004-2008),2004,2,2070
BMW,R 1150 RS   (2002-2006),2004,2,2241
BMW,R 1150 RT   (2001-2006),2004,2,9063
BMW,R 1200 C   (2000-2007),2004,2,4888
BMW,R 1200 C Classic   (1998-2004),2004,2,6136
BMW,R 1200 C Independent   (2000-2004),2004,2,5501
BMW,R 1200 C Montauk   (2004-2008),2004,2,10764
BMW,R 1200 CL   (2002-2004),2004,2,9783
BMW,R 1200 GS   (2004-2007),2004,2,6239
BMW,R 1200 LT   (1998-2004),2004,2,2928
BMW,R 1200 RT   (1997-2004),2004,2,6781
BMW,R 1200 S   (1997-2006),2004,2,8700
BMW,R 850 C   (2000-2007),2004,2,7595
BMW,R 850 R   (2002-2009),2004,2,6867
BMW,F 650   (1997-2008),2005,2,6892
BMW,F 650 CS   (2003-2005),2005,2,3871
BMW,F 650 CS Scarver   (2002-2007),2005,2,9165
BMW,F 650 FL   (1997-2008),2005,2,10737
BMW,F 650 GS   (2004-2007),2005,2,6653
BMW,F 650 GS Dakar   (2004-2009),2005,2,7157
BMW,K 1200 GT   (2003-2009),2005,2,9007
BMW,K 1200 LT   (1999-2009),2005,2,7340
BMW,K 1200 R   (2005-2009),2005,2,8378
BMW,K 1200 RS   (1999-2009),2005,2,2919
BMW,K 1200 S   (2005-2009),2005,2,10141
BMW,R 1100 R   (1997-2008),2005,2,1731
BMW,R 1100 RS   (1997-2008),2005,2,2864
BMW,R 1100 S   (1998-2007),2005,2,9984
BMW,R 1150 Boxer Cup   (2004-2005),2005,2,4176
BMW,R 1150 GS   (2000-2006),2005,2,5668
BMW,R 1150 GS Adventure   (2004-2006),2005,2,7694
BMW,R 1150 R   (2001-2007),2005,2,9396
BMW,R 1150 R Rockster   (2004-2008),2005,2,6674
BMW,R 1150 RS   (2002-2006),2005,2,7847
BMW,R 1150 RT   (2001-2006),2005,2,10909
BMW,R 1200 C   (2000-2007),2005,2,5399
BMW,R 1200 C Montauk   (2004-2008),2005,2,4379
BMW,R 1200 GS   (2004-2007),2005,2,4704
BMW,R 1200 RS   (2005-2008),2005,2,5073
BMW,R 1200 RT 110cv   (2005-2009),2005,2,7443
BMW,R 1200 RT 98cv   (2005-2009),2005,2,7185
BMW,R 1200 S   (1997-2006),2005,2,4743
BMW,R 1200 ST   (2005-2010),2005,2,6165
BMW,R 850 C   (2000-2007),2005,2,2541
BMW,R 850 R   (2002-2009),2005,2,2395
BMW,F 650   (1997-2008),2006,2,3553
BMW,F 650 CS Scarver   (2002-2007),2006,2,6350
BMW,F 650 FL   (1997-2008),2006,2,3333
BMW,F 650 GS   (2004-2007),2006,2,1996
BMW,F 650 GS Dakar   (2004-2009),2006,2,9234
BMW,F 800 S   (2006-2012),2006,2,3254
BMW,F 800 ST   (2006-2010),2006,2,6355
BMW,HP2 Enduro   (2006-2009),2006,2,4280
BMW,K 1200 GT   (2003-2009),2006,2,6881
BMW,K 1200 LT   (1999-2009),2006,2,5888
BMW,K 1200 R   (2005-2009),2006,2,3375
BMW,K 1200 RS   (1999-2009),2006,2,3638
BMW,K 1200 S   (2005-2009),2006,2,9410
BMW,R 1100 R   (1997-2008),2006,2,7702
BMW,R 1100 RS   (1997-2008),2006,2,5449
BMW,R 1100 S   (1998-2007),2006,2,4712
BMW,R 1150 GS   (2000-2006),2006,2,6856
BMW,R 1150 GS Adventure   (2004-2006),2006,2,4590
BMW,R 1150 R   (2001-2007),2006,2,10434
BMW,R 1150 R Rockster   (2004-2008),2006,2,8216
BMW,R 1150 RS   (2002-2006),2006,2,2890
BMW,R 1150 RT   (2001-2006),2006,2,6901
BMW,R 1200 C   (2000-2007),2006,2,7308
BMW,R 1200 C Montauk   (2004-2008),2006,2,7656
BMW,R 1200 GS   (2004-2007),2006,2,8982
BMW,R 1200 GS Adventure 105cv   (2006-2009),2006,2,8929
BMW,R 1200 GS Adventure 98cv   (2006-2009),2006,2,8997
BMW,R 1200 RS   (2005-2008),2006,2,6142
BMW,R 1200 RT 110cv   (2005-2009),2006,2,9758
BMW,R 1200 RT 98cv   (2005-2009),2006,2,10604
BMW,R 1200 S   (1997-2006),2006,2,9791
BMW,R 1200 ST   (2005-2010),2006,2,10703
BMW,R 850 C   (2000-2007),2006,2,1805
BMW,R 850 R   (2002-2009),2006,2,6328
BMW,F 650   (1997-2008),2007,2,6759
BMW,F 650 CS Scarver   (2002-2007),2007,2,4515
BMW,F 650 FL   (1997-2008),2007,2,4944
BMW,F 650 GS   (2004-2007),2007,2,10131
